12.06.2025                                                                                                         Saída dinâmica de lista                                                                                                                1


	Projeto	Descrição Projeto	 Reserva	Municipio	Recebedor	Tipo movimento	Material	Descrição Material	Unidade	Qtd Necessária	Qtd Pendente	Centro	Depósito	Registro Final	Qtd atend empreiteira
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	2454001	EMENDA PREF TOTAL AL CAA 1/0 RAVEN	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	       24,000	     24,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3430140	ALCA PREF DIST CA/CAA 1/0 AWG	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186144	VITÓRIA DA CONQUISTA	3ST001	221	2202041	CABO ALUM CAA NU 1/0AWG 1F RAVEN	KG	       53,970	     53,970	0610	0659		               0,000
	B-1206629-SUPR	IEM JUN/25 UTD IBOTIRAMA (41)	15186188	IBOTIRAMA	3ST00C	221	2300000	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	CDA	        1,000	      1,000	0610	0640		               0,000
	B-1206629-SUPR	IEM JUN/25 UTD IBOTIRAMA (41)	15186188	IBOTIRAMA	3ST00C	221	3431760	LACO PREF ROLD 35 MM2 AS NI CAL	CDA	        1,000	      1,000	0610	0640		               0,000
	B-1206629-SUPR	IEM JUN/25 UTD IBOTIRAMA (41)	15186192	IBOTIRAMA	3ST00C	921	3300012	POSTE CONCRETO DT  9/400 29F	CDA	        1,000	      1,000	0610	0640		               0,000
	B-1206629-SUPR	IEM JUN/25 UTD IBOTIRAMA (41)	15186192	IBOTIRAMA	3ST00C	921	3300076	POSTE CONCRETO DT 9/600 29F	CDA	        1,000	      1,000	0610	0640		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186296	VITÓRIA DA CONQUISTA	3ST001	221	2400021	CONETOR IMPACT AL  1/0 / 4	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206629-SUPR	IEM JUN/25 UTD IBOTIRAMA (41)	15186301	IBOTIRAMA	3ST00C	221	3417025	ARMACAO SECUN ACO CARB 1 ESTR.150X 110MM	CDA	        1,000	      1,000	0610	0640		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	2200001	FIO ALUM NU H14/H24 21,15MM2	KG	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	2300000	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3423030	GANCHO SUSP OLHAL   5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3430120	ALCA PREF DIST ALUM 4AWG 430MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3490080	PORCA QUAD SAE1020 MG     M16	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186302	VITÓRIA DA CONQUISTA	3ST001	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186306	VITÓRIA DA CONQUISTA	3ST001	221	2278000	FITA MET POSTE LISA   10X  1,00MM	KG	        1,500	      1,500	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186306	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15186307	VITÓRIA DA CONQUISTA	3ST001	921	3300152	POSTE CONCRETO DT 11/400 44F	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1206699-SUPR	IEM JUN/25 UTD JEQUIE (40)	15186633	JEQUIÉ	3ST002	221	2412001	CONETOR PERF  16,0- 95,0/  4,0- 35,0	CDA	        6,000	      2,000	0610	0660		               4,000
	B-1206699-SUPR	IEM JUN/25 UTD JEQUIE (40)	15186633	JEQUIÉ	3ST002	221	3480305	PARAFUSO CAB QUAD ACO  16X 200	CDA	        2,000	      1,000	0610	0660		               1,000
	B-1206699-SUPR	IEM JUN/25 UTD JEQUIE (40)	15186633	JEQUIÉ	3ST002	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        2,000	      2,000	0610	0660		               0,000
	B-1206699-SUPR	IEM JUN/25 UTD JEQUIE (40)	15186633	JEQUIÉ	3ST002	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        4,000	      4,000	0610	0660		               0,000
	B-1206608-SUPR	IEM JUN/25 UTD BRUMADO (41)	15186715	BRUMADO	3GE600	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	        4,000	      4,000	0610			               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	2200001	FIO ALUM NU H14/H24 21,15MM2	KG	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	2278000	FITA MET POSTE LISA   10X  1,00MM	KG	        1,500	      1,500	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	2300000	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3423030	GANCHO SUSP OLHAL   5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3430120	ALCA PREF DIST ALUM 4AWG 430MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3490080	PORCA QUAD SAE1020 MG     M16	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187324	VITÓRIA DA CONQUISTA	3ST001	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	2200002	FIO ALUM NU H14/H24 21,15MM2	KG	        0,260	      0,260	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	2278000	FITA MET POSTE LISA   10X  1,00MM	KG	        0,170	      0,170	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3423030	GANCHO SUSP OLHAL   5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3430150	ALCA PREF DIST ALUM 4/0AWG 864MM	CDA	       12,000	     12,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3480305	PARAFUSO CAB QUAD ACO  16X 200	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        7,000	      7,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3490080	PORCA QUAD SAE1020 MG     M16	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187330	VITÓRIA DA CONQUISTA	3ST001	221	3493325	ARRUELA QUAD ACO  38 F14,00	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	2202041	CABO ALUM CAA NU 1/0AWG 1F RAVEN	KG	       53,970	     53,970	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	2314001	ISOLADOR PILAR PORCELANA 34KV 800DAN	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	2400021	CONETOR IMPACT AL  1/0 / 4	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	2454001	EMENDA PREF TOTAL AL CAA 1/0 RAVEN	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	       24,000	     24,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3430140	ALCA PREF DIST CA/CAA 1/0 AWG	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187331	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	2200002	FIO ALUM NU H14/H24 21,15MM2	KG	        0,260	      0,260	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	2278000	FITA MET POSTE LISA   10X  1,00MM	KG	        0,170	      0,170	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3423030	GANCHO SUSP OLHAL   5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3430150	ALCA PREF DIST ALUM 4/0AWG 864MM	CDA	       12,000	     12,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3480305	PARAFUSO CAB QUAD ACO  16X 200	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        7,000	      7,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3490080	PORCA QUAD SAE1020 MG     M16	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15187515	VITÓRIA DA CONQUISTA	3ST001	221	3493325	ARRUELA QUAD ACO  38 F14,00	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	2202041	CABO ALUM CAA NU 1/0AWG 1F RAVEN	KG	       53,970	     53,970	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	2314001	ISOLADOR PILAR PORCELANA 34KV 800DAN	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	2400021	CONETOR IMPACT AL  1/0 / 4	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	2454001	EMENDA PREF TOTAL AL CAA 1/0 RAVEN	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	       24,000	     24,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3430140	ALCA PREF DIST CA/CAA 1/0 AWG	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15187516	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	2200001	FIO ALUM NU H14/H24 21,15MM2	KG	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	2278000	FITA MET POSTE LISA   10X  1,00MM	KG	        1,500	      1,500	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	2300000	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3423030	GANCHO SUSP OLHAL   5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3430120	ALCA PREF DIST ALUM 4AWG 430MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3490080	PORCA QUAD SAE1020 MG     M16	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1195655-SUPR	IEM_CORRET_2025_3_2031	15187517	VITÓRIA DA CONQUISTA	3ST001	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        9,000	      9,000	0610	0659		               0,000
